NTD ID,Agency Name,Reporter Type,Subrecipient Type,Reporting Module,Mode,TOS,Time Period,Time Service Begins,Time Service Ends,Vehicles/Passenger Cars Operated in Maximum Service,Vehicles/Passenger Cars Available for Maximum Service,Trains in Operation,Vehicles/Passenger Cars in Operation,Actual Vehicles/Passenger Car Miles,Actual Vehicles/Passenger Car Revenue Miles,Actual Vehicle/Passenger Deadhead Miles,Scheduled Actual Vehicle/Passenger Car Revenue Miles,Actual Vehicle/Passenger Car Hours,Actual Vehicle/Passenger Car Revenue Hours,Actual Vehicle/Passenger Car Deadhead Hours,Charter Service Hours,School Bus Hours,Train Miles,Train Revenue Miles,Train Deadhead Miles,Train Hours,Train Revenue Hours,Train Deadhead Hours,Unlinked Passenger Trips (UPT),ADA UPT,Sponsored Service UPT,Passenger Miles,Days of Service Operated,Days Not Operated Due to Strikes,Strike Comment,Days Not Operated Due to Emergencies,Emergency Comment,Non-Statutory Mixed Traffic,DRM Mixed Traffic ROW
40950,First Tennessee Human Resource Agency,Full Reporter,,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40958,Municipality of Orocovis,Reduced Reporter,,Urban,MB,DO,Annual Total,,,2,,,,,"10,050",,,,"1,063",,,,,,,,,,"3,323",,,,,,,,,,
41027,Bartow County ,Reduced Reporter,,Urban,DR,DO,Annual Total,,,12,,,,,"281,323",,,,"19,954",,,,,,,,,,"30,996",,0,,,,,,,,
41068,Flagler County Public Transportation,Reduced Reporter,,Urban,DR,DO,Annual Total,,,21,,,,,"552,985",,,,"36,848",,,,,,,,,,"59,869",,0,,,,,,,,
41088,Forsyth County Board of Commissioners,Reduced Reporter,,Urban,DR,DO,Annual Total,,,9,,,,,"220,769",,,,"13,124",,,,,,,,,,"20,382",,0,,,,,,,,
41092,Lowcountry Regional Transportation Authority,Reduced Reporter,,Urban,CB,DO,Annual Total,,,10,,,,,"387,398",,,,"14,961",,,,,,,,,,"129,160",,,,,,,,,,
41092,Lowcountry Regional Transportation Authority,Reduced Reporter,,Urban,DR,DO,Annual Total,,,10,,,,,"136,591",,,,"6,429",,,,,,,,,,"11,935",,0,,,,,,,,
41092,Lowcountry Regional Transportation Authority,Reduced Reporter,,Urban,MB,DO,Annual Total,,,6,,,,,"73,243",,,,"5,489",,,,,,,,,,"61,831",,,,,,,,,,
41105,"Audubon Area Community Services, Inc.",Full Reporter,,Urban,DR,DO,Annual Total,,,40,98,,,"1,322,397","1,052,672","269,725",,"97,805","77,206","20,599",9,,,,,,,,"86,876","5,700",0,"1,120,581",,,,,,,
41105,"Audubon Area Community Services, Inc.",Full Reporter,,Urban,DR,DO,Average Typical Saturday,3:55 AM,2:07 PM,,,,5,540,449,91,,55,44,11,,,,,,,,,56,,,488,52,,,,,,
41105,"Audubon Area Community Services, Inc.",Full Reporter,,Urban,DR,DO,Average Typical Sunday,5:32 AM,3:45 PM,,,,2,297,253,44,,26,22,4,,,,,,,,,18,,,278,5,,,,,,
41105,"Audubon Area Community Services, Inc.",Full Reporter,,Urban,DR,DO,Average Typical Weekday,3:34 AM,6:18 PM,,,,29,"4,991","4,123",868,,366,295,71,,,,,,,,,327,,,"4,223",259,,,,,,
41105,"Audubon Area Community Services, Inc.",Full Reporter,,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41105,"Audubon Area Community Services, Inc.",Full Reporter,,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41105,"Audubon Area Community Services, Inc.",Full Reporter,,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41105,"Audubon Area Community Services, Inc.",Full Reporter,,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41157,County of Citrus,Reduced Reporter,,Urban,DR,DO,Annual Total,,,16,,,,,"319,366",,,,"20,372",,,,,,,,,,"26,018",,0,,,,,,,,
41157,County of Citrus,Reduced Reporter,,Urban,MB,DO,Annual Total,,,4,,,,,"28,001",,,,"1,481",,,,,,,,,,"1,278",,,,,,,,,,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,,Urban,DR,PT,Annual Total,,,16,46,,,"775,897","474,274","301,623",,"39,249","28,685","10,564",0,0,,,,,,,"59,456","16,763",0,"497,265",,,,,,,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,,Urban,DR,PT,Average Typical Saturday,7:26 AM,5:15 PM,,,,8,"4,239",825,"3,414",,77,53,24,,,,,,,,,105,,,684,52,0,,0,,,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,,Urban,DR,PT,Average Typical Sunday,,,,,,0,0,0,0,,0,0,0,,,,,,,,,0,,,0,0,0,,0,,,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,,Urban,DR,PT,Average Typical Weekday,6:35 AM,6:58 PM,,,,16,"2,178","1,691",487,,138,102,36,,,,,,,,,211,,,"1,810",255,0,,0,,,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,,Urban,MB,PT,Annual Total,,,13,38,,,"620,542","552,007","68,535","617,169","39,624","36,082","3,542",0,0,,,,,,,"432,019",,,"1,850,122",,,,,,,172.0
41199,Board of County Commissioners of St. Lucie County,Full Reporter,,Urban,MB,PT,Average Typical Saturday,7:32 AM,4:49 PM,,,,9,"1,064",889,175,979,76,69,7,,,,,,,,,597,,,"2,391",52,0,,0,,,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,,Urban,MB,PT,Average Typical Sunday,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,,,0,0,0,,0,,,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,,Urban,MB,PT,Average Typical Weekday,5:26 AM,8:45 PM,,,,11,"2,216","1,983",233,"2,170",140,128,12,,,,,,,,,"1,572",,,"6,768",255,0,,0,,,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,,Urban,MB,PT,Average Weekday - AM Peak,7:30 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,,Urban,MB,PT,Average Weekday - Midday,9:00 AM,3:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,,Urban,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,,Urban,MB,PT,Average Weekday - PM Peak,3:30 PM,6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42000,Atlanta-Region Transit Link Authority,Full Reporter,,Urban,CB,PT,Annual Total,,,95,166,,,"2,645,758","1,284,870","1,360,888","1,292,903","109,927","53,372","56,555",,,,,,,,,"191,093",,,"6,132,579",,,,,,,189.0
42000,Atlanta-Region Transit Link Authority,Full Reporter,,Urban,CB,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42000,Atlanta-Region Transit Link Authority,Full Reporter,,Urban,CB,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42000,Atlanta-Region Transit Link Authority,Full Reporter,,Urban,CB,PT,Average Typical Weekday,4:05 AM,7:51 PM,,,,95,"10,583","5,139","5,444","5,172",440,213,227,,,,,,,,,749,,,"24,530",250,,,,,,
42000,Atlanta-Region Transit Link Authority,Full Reporter,,Urban,CB,PT,Average Weekday - AM Peak,4:05 AM,10:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42000,Atlanta-Region Transit Link Authority,Full Reporter,,Urban,CB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42000,Atlanta-Region Transit Link Authority,Full Reporter,,Urban,CB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42000,Atlanta-Region Transit Link Authority,Full Reporter,,Urban,CB,PT,Average Weekday - PM Peak,2:30 PM,7:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42000,Atlanta-Region Transit Link Authority,Full Reporter,,Urban,VP,PT,Annual Total,,,136,136,,,"2,719,621","2,719,621",0,,"54,977","54,977",0,,,,,,,,,"253,643",,,"12,086,800",,,,,,,
42000,Atlanta-Region Transit Link Authority,Full Reporter,,Urban,VP,PT,Average Typical Saturday,6:00 AM,7:00 PM,,,,22,942,942,0,,22,22,0,,,,,,,,,123,,,"3,866",52,,,,,,
42000,Atlanta-Region Transit Link Authority,Full Reporter,,Urban,VP,PT,Average Typical Sunday,6:00 AM,7:00 PM,,,,19,797,797,0,,20,20,0,,,,,,,,,107,,,"3,085",52,,,,,,
42000,Atlanta-Region Transit Link Authority,Full Reporter,,Urban,VP,PT,Average Typical Weekday,6:00 AM,7:00 PM,,,,123,"10,092","10,092",0,,203,203,0,,,,,,,,,927,,,"44,925",261,,,,,,
42000,Atlanta-Region Transit Link Authority,Full Reporter,,Urban,VP,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42000,Atlanta-Region Transit Link Authority,Full Reporter,,Urban,VP,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42000,Atlanta-Region Transit Link Authority,Full Reporter,,Urban,VP,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42000,Atlanta-Region Transit Link Authority,Full Reporter,,Urban,VP,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44907,Catawba Indian Nation,Reduced Reporter,,Tribe,DR,DO,Annual Total,,,8,,,,,"263,246",,,,"11,386",,,,,,,,,,"11,136",,0,,,,,,,,
44913,Eastern Band of Cherokee Indians,Reduced Reporter,,Tribe,DR,DO,Annual Total,,,11,,,,,"116,160",,,,"10,956",,,,,,,,,,"7,080",,0,,,,,,,,
44913,Eastern Band of Cherokee Indians,Reduced Reporter,,Tribe,MB,DO,Annual Total,,,9,,,,,"237,473",,,,"18,817",,,,,,,,,,"31,699",,,,,,,,,,
44919,Poarch Band of Creek Indians,Reduced Reporter,,Tribe,DR,DO,Annual Total,,,2,,,,,"6,901",,,,154,,,,,,,,,,240,,0,,,,,,,,
44925,Mississippi Band of Choctaw Indians,Reduced Reporter,,Tribe,DR,DO,Annual Total,,,14,,,,,"226,210",,,,"14,155",,,,,,,,,,"21,840",,0,,,,,,,,
44929,City of Fort Lauderdale,Full Reporter,,Urban,FB,PT,Annual Total,,,1,2,,,"7,258","7,258",0,"8,729","2,405","2,405",0,0,,,,,,,,"28,665",,,"8,313",,,,,,,
44929,City of Fort Lauderdale,Full Reporter,,Urban,FB,PT,Average Typical Saturday,10:00 AM,10:00 PM,,,,1,35,35,0,43,12,12,0,,,,,,,,,202,,,71,29,0,,0,,,
44929,City of Fort Lauderdale,Full Reporter,,Urban,FB,PT,Average Typical Sunday,10:00 AM,10:00 PM,,,,1,33,33,0,43,12,12,0,,,,,,,,,235,,,54,29,0,,0,,,
44929,City of Fort Lauderdale,Full Reporter,,Urban,FB,PT,Average Typical Weekday,10:00 AM,10:00 PM,,,,1,36,36,0,43,12,12,0,,,,,,,,,110,,,31,145,0,,0,,,
44929,City of Fort Lauderdale,Full Reporter,,Urban,FB,PT,Average Weekday - AM Peak,10:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44929,City of Fort Lauderdale,Full Reporter,,Urban,FB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44929,City of Fort Lauderdale,Full Reporter,,Urban,FB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44929,City of Fort Lauderdale,Full Reporter,,Urban,FB,PT,Average Weekday - PM Peak,,10:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44929,City of Fort Lauderdale,Full Reporter,,Urban,MB,PT,Annual Total,,,8,12,,,"144,790","134,162","10,628","161,041","16,278","14,791","1,487",0,0,,,,,,,"99,092",,,"381,504",,,,,,,51.4
44929,City of Fort Lauderdale,Full Reporter,,Urban,MB,PT,Average Typical Saturday,10:00 AM,7:00 PM,,,,3,159,137,22,162,19,16,3,,,,,,,,,102,,,349,52,0,,0,,,
44929,City of Fort Lauderdale,Full Reporter,,Urban,MB,PT,Average Typical Sunday,10:00 AM,7:00 PM,,,,3,171,149,22,162,19,16,3,,,,,,,,,93,,,308,52,0,,0,,,
44929,City of Fort Lauderdale,Full Reporter,,Urban,MB,PT,Average Typical Weekday,6:20 AM,7:18 PM,,,,6,489,457,32,571,55,50,5,,,,,,,,,342,,,"1,365",260,0,,0,,,
44929,City of Fort Lauderdale,Full Reporter,,Urban,MB,PT,Average Weekday - AM Peak,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44929,City of Fort Lauderdale,Full Reporter,,Urban,MB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44929,City of Fort Lauderdale,Full Reporter,,Urban,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44929,City of Fort Lauderdale,Full Reporter,,Urban,MB,PT,Average Weekday - PM Peak,,5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44932,City of Tamarac,Reduced Reporter,,Urban,MB,DO,Annual Total,,,2,,,,,"51,120",,,,"3,694",,,,,,,,,,"25,580",,,,,,,,,,
44953,Municipality of Arroyo,Reduced Reporter,,Urban,DR,DO,Annual Total,,,2,,,,,"7,997",,,,546,,,,,,,,,,79,,0,,,,,,,,
4R01-40907,Blount County Commission,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,8,,,,,"107,418",,,,"8,834",,,,,,,,,,"21,222",,"2,101",,,,,,,,
4R01-40926,Escambia County Commission,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,7,,,,,"37,052",,,,"2,471",,,,,,,,,,"12,083",,"2,631",,,,,,,,
4R01-40960,Etowah County Commission,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,5,,,,,"131,192",,,,"8,003",,,,,,,,,,"4,310",,"3,382",,,,,,,,
4R01-40963,Madison County Commission,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,7,,,,,"110,762",,,,"2,680",,,,,,,,,,"5,370",,"1,520",,,,,,,,
4R01-40965,Cullman County Commission,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,30,,,,,"198,583",,,,"12,511",,,,,,,,,,"18,221",,"2,803",,,,,,,,
4R01-40973,West Alabama Public Transportation,Rural Reporter,Intercity Bus,Rural,,,Annual Total,,,,,,,,"77,556",,,,,,,,,,,,,,904,,,,,,,,,,
4R01-40982,"H.EL.P., Inc. ",Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,5,,,,,"61,752",,,,"3,237",,,,,,,,,,"6,387",,503,,,,,,,,
4R01-40986,Dekalb County Commission,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,10,,,,,"126,202",,,,"6,725",,,,,,,,,,"9,573",,"3,190",,,,,,,,
4R01-41000,Educational Center for Independence,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,6,,,,,"79,412",,,,"2,275",,,,,,,,,,"4,377",,0,,,,,,,,
4R01-41009,City of Guntersville,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,4,,,,,"80,690",,,,"4,239",,,,,,,,,,"16,214",,"6,874",,,,,,,,
4R01-41076,St. Clair County Commission,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,8,,,,,"141,135",,,,"6,848",,,,,,,,,,"24,545",,"2,812",,,,,,,,
4R01-41084,Alabama Tombigbee Regional Planning Commission,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,16,,,,,"200,362",,,,"10,422",,,,,,,,,,"48,614",,"33,703",,,,,,,,
4R01-41089,City of Eufaula,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,3,,,,,"8,734",,,,576,,,,,,,,,,"3,975",,0,,,,,,,,
4R01-41107,Chilton County Commission,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,6,,,,,"99,008",,,,"7,128",,,,,,,,,,"8,938",,0,,,,,,,,
4R01-41118,Birmingham Regional Paratransit Consortium,Rural Reporter,Rural General Public Transit,Rural,DR,PT,Annual Total,,,6,,,,,"104,473",,,,"5,470",,,,,,,,,,"10,109",,0,,,,,,,,
4R01-41125,Covington Area Transit System,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,5,,,,,"62,668",,,,"2,300",,,,,,,,,,"8,943",,18,,,,,,,,
4R01-41129,Pike Area Transit System,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,7,,,,,"224,555",,,,"8,333",,,,,,,,,,"26,627",,0,,,,,,,,
4R01-41173,Walker County Commission,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,3,,,,,"11,472",,,,604,,,,,,,,,,"2,006",,0,,,,,,,,
4R01-41180,Jackson County Council on Aging,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,7,,,,,"72,424",,,,"4,604",,,,,,,,,,"9,793",,821,,,,,,,,
4R01-41188,Area Referral & Informtn Services for the Elderly,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,5,,,,,"41,585",,,,"3,979",,,,,,,,,,"9,474",,0,,,,,,,,
4R01-44926,West Alabama Rural Public Transportation,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,31,,,,,"271,682",,,,"14,992",,,,,,,,,,"255,737",,"5,032",,,,,,,,
4R01-44949,Macon County Commission,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,5,,,,,"57,526",,,,"3,781",,,,,,,,,,"7,277",,226,,,,,,,,
4R01-60208,"Greyhound Lines, Inc.",Rural Reporter,Intercity Bus,Rural,,,Annual Total,,,,,,,,"540,527",,,,,,,,,,,,,,"15,869",,,,,,,,,,
4R02-40920,Ride Solution,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,5,,,,,"49,981",,,,"5,082",,,,,,,,,,"11,559",,"3,762",,,,,,,,
4R02-40920,Ride Solution,Rural Reporter,Rural General Public Transit,Rural,MB,DO,Annual Total,,,17,,,,,"256,735",,,,"12,286",,,,,,,,,,"28,402",,,,,,,,,,
4R02-40923,Liberty County Board of County Commissioners,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,16,,,,,"167,020",,,,"5,048",,,,,,,,,,"7,480",,"7,480",,,,,,,,
4R02-40937,RideSolution,Rural Reporter,Intercity Bus,Rural,,,Annual Total,,,,,,,,"175,084",,,,,,,,,,,,,,"10,377",,,,,,,,,,
4R02-40968,Gulf County ARC,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,9,,,,,"229,920",,,,"13,266",,,,,,,,,,"13,354",,"13,354",,,,,,,,
4R02-40999,Sumter County Board of County Commissioners,Rural Reporter,Rural General Public Transit,Rural,DR,PT,Annual Total,,,18,,,,,"254,779",,,,"13,937",,,,,,,,,,"25,097",,0,,,,,,,,
4R02-40999,Sumter County Board of County Commissioners,Rural Reporter,Rural General Public Transit,Rural,MB,PT,Annual Total,,,2,,,,,"30,132",,,,"2,188",,,,,,,,,,"2,167",,,,,,,,,,
4R02-41037,"Suwannee River Economic Council, Inc.",Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,31,,,,,"496,363",,,,"23,076",,,,,,,,,,"30,739",,0,,,,,,,,
4R02-41050,Suwannee Valley Transit Authority,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,23,,,,,"305,139",,,,"17,166",,,,,,,,,,"23,956",,"23,847",,,,,,,,
4R02-41050,Suwannee Valley Transit Authority,Rural Reporter,Rural General Public Transit,Rural,MB,DO,Annual Total,,,1,,,,,"49,958",,,,"3,387",,,,,,,,,,"1,359",,,,,,,,,,
4R02-41060,City of Key West Department of Transportation,Rural Reporter,Rural General Public Transit,Rural,MB,DO,Annual Total,,,8,,,,,"570,015",,,,"45,240",,,,,,,,,,"240,161",,,,,,,,,,
4R02-41080,Marion County Senior Services,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,46,,,,,"631,179",,,,"40,315",,,,,,,,,,"59,663",,"35,947",,,,,,,,
4R02-41091,"Calhoun County Senior Citizens Association, Inc.",Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,15,,,,,"183,158",,,,"10,172",,,,,,,,,,"9,689",,"9,689",,,,,,,,
4R02-41095,FDOT - vanpool,Rural Reporter,Rural General Public Transit,Rural,VP,DO,Annual Total,,,19,,,,,"453,879",,,,"8,736",,,,,,,,,,"34,591",,,,,,,,,,
4R02-41114,Nassau Council on Aging,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,13,,,,,"249,271",,,,"21,221",,,,,,,,,,"23,228",,"1,228",,,,,,,,
4R02-41114,Nassau Council on Aging,Rural Reporter,Rural General Public Transit,Rural,MB,DO,Annual Total,,,5,,,,,"126,812",,,,"4,928",,,,,,,,,,"7,283",,,,,,,,,,
4R02-41148,Wakulla County Transportation,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,10,,,,,"162,425",,,,"7,142",,,,,,,,,,"11,432",,184,,,,,,,,
4R02-41153,Big Bend Transit,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,60,,,,,"931,194",,,,"41,408",,,,,,,,,,"50,435",,"50,435",,,,,,,,
4R02-41153,Big Bend Transit,Rural Reporter,Rural General Public Transit,Rural,MB,DO,Annual Total,,,6,,,,,"289,903",,,,"13,653",,,,,,,,,,"26,033",,,,,,,,,,
4R02-41153,Big Bend Transit,Rural Reporter,Rural General Public Transit,Rural,VP,DO,Annual Total,,,4,,,,,"59,796",,,,"1,457",,,,,,,,,,"12,648",,,,,,,,,,
4R02-41170,Baker Council on Aging,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,22,,,,,"241,845",,,,"16,684",,,,,,,,,,"10,468",,"1,826",,,,,,,,
4R02-41170,Baker Council on Aging,Rural Reporter,Rural General Public Transit,Rural,MB,DO,Annual Total,,,5,,,,,"81,495",,,,"5,040",,,,,,,,,,"2,338",,,,,,,,,,
4R02-41184,Levy County Board of County Commissioners,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,8,,,,,"242,600",,,,"9,928",,,,,,,,,,"19,757",,"16,982",,,,,,,,
4R02-41186,"Tri-County Community Council, Inc",Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,20,,,,,"710,940",,,,"24,582",,,,,,,,,,"60,532",,"60,532",,,,,,,,
4R02-41198,"Jackson County Transportation, Inc.",Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,23,,,,,"497,210",,,,"25,516",,,,,,,,,,"27,434",,"27,434",,,,,,,,
4R02-44938,Central Florida Regional Planning Council,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,38,,,,,"792,050",,,,"67,599",,,,,,,,,,"80,355",,"41,866",,,,,,,,
4R02-44938,Central Florida Regional Planning Council,Rural Reporter,Rural General Public Transit,Rural,MB,DO,Annual Total,,,2,,,,,"43,364",,,,"3,684",,,,,,,,,,"5,682",,,,,,,,,,
4R02-44980,Hendry Co. BOCC,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,4,,,,,"75,105",,,,"1,931",,,,,,,,,,"2,850",,0,,,,,,,,
4R02-44980,Hendry Co. BOCC,Rural Reporter,Rural General Public Transit,Rural,MB,DO,Annual Total,,,1,,,,,"14,169",,,,416,,,,,,,,,,8,,,,,,,,,,
4R02-60208,"Greyhound Lines, Inc.",Rural Reporter,Intercity Bus,Rural,,,Annual Total,,,,,,,,"992,367",,,,,,,,,,,,,,"75,899",,,,,,,,,,
4R03-40903,Macon County Transit,Rural Reporter,Rural General Public Transit,Rural,DR,PT,Annual Total,,,4,,,,,"78,153",,,,"3,829",,,,,,,,,,"7,620",,"4,690",,,,,,,,
4R03-40904,Rabun County,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,4,,,,,"11,335",,,,840,,,,,,,,,,980,,624,,,,,,,,
4R03-40906,Ware County,Rural Reporter,Rural General Public Transit,Rural,DR,PT,Annual Total,,,5,,,,,"31,723",,,,"2,152",,,,,,,,,,"2,230",,696,,,,,,,,
4R03-40908,Heard County Transit,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,2,,,,,"19,345",,,,"1,317",,,,,,,,,,"1,519",,494,,,,,,,,
4R03-40910,Peach County Transit,Rural Reporter,Rural General Public Transit,Rural,DR,PT,Annual Total,,,3,,,,,"57,749",,,,"3,711",,,,,,,,,,"7,518",,"1,875",,,,,,,,
4R03-40912,Crisp County Transit,Rural Reporter,Rural General Public Transit,Rural,DR,PT,Annual Total,,,6,,,,,"145,622",,,,"8,194",,,,,,,,,,"20,457",,"11,636",,,,,,,,
4R03-40924,Warren County Commission Transit,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,1,,,,,"17,572",,,,"1,146",,,,,,,,,,898,,2,,,,,,,,
4R03-40925,Pulaski County Transit,Rural Reporter,Rural General Public Transit,Rural,DR,PT,Annual Total,,,1,,,,,"9,582",,,,"1,832",,,,,,,,,,"2,168",,0,,,,,,,,
4R03-40931,Baldwin County Transit,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,2,,,,,"64,730",,,,"4,033",,,,,,,,,,"8,422",,0,,,,,,,,
4R03-40936,Wilkinson County Commission Transit,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,3,,,,,"48,520",,,,"2,755",,,,,,,,,,"4,566",,0,,,,,,,,
4R03-40940,Tift Transit System,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,2,,,,,"36,873",,,,"2,347",,,,,,,,,,"6,129",,0,,,,,,,,
4R03-40945,Putnam County CommissionTransit,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,3,,,,,"88,251",,,,"5,181",,,,,,,,,,"10,658",,691,,,,,,,,
4R03-40946,Jones County Transit,Rural Reporter,Rural General Public Transit,Rural,DR,PT,Annual Total,,,3,,,,,"28,158",,,,"2,034",,,,,,,,,,"2,838",,0,,,,,,,,
4R03-40951,Burke County Transit,Rural Reporter,Rural General Public Transit,Rural,DR,DO,Annual Total,,,7,,,,,"99,573",,,,"6,306",,,,,,,,,,"9,809",,"4,234",,,,,,,,
4R03-40956,Dodge County Transit,Rural Reporter,Rural General Public Transit,Rural,DR,PT,Annual Total,,,4,,,,,"51,813",,,,"4,899",,,,,,,,,,"12,598",,0,,,,,,,,
